Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE76726	"Tumour sampling method can significantly influence gene expression profiles derived from neoadjuvant window studies I"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76726/suppl"	27384960		"Dominic Andrew Pearce"	"Aug 08, 2016"
GSE76727	"Tumour sampling method can significantly influence gene expression profiles derived from neoadjuvant window studies II"	"Expression profiling by array"	"Homo sapiens"	66		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76727/suppl"	27384960		"Dominic Andrew Pearce"	"Aug 08, 2016"
GSE76728	"Tumour sampling method can significantly influence gene expression profiles derived from neoadjuvant window studies"	"Expression profiling by array"	"Homo sapiens"	74				27384960		"Dominic Andrew Pearce"	"Aug 08, 2016"
GSE84976	"Upregulation of HLA expression in primary Uveal Melanoma by infiltrating leukocytes"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84976/suppl"	27764126		"Theodorus Huibertus van Essen"	"Aug 07, 2016"
GSE85255	"Tumor cell to fibroblast expression analysis"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85255/suppl"			"P. Olof Olsson"	"Aug 06, 2016"
GSE58559	"Human adipose tissue profiled before and after 16 weeks of intense exercise training with a modest energy deficit"	"Expression profiling by array"	"Homo sapiens"	170		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58559/suppl"	27488235		"Jamie Timmons"	"Aug 05, 2016"
GSE85007	"Gene expression data from peripheral blood leukocytes of Amish and Hutterite schoolchildren"	"Expression profiling by array"	"Homo sapiens"	56		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85007/suppl"	27518660		"Carole Ober"	"Aug 05, 2016"
GSE78858	"TLR9 re-expression in cancer cells extends the S-phase and stabilizes p16INK4a protein expression."	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78858/suppl"			"FLORENCE LE CALVEZ-KELM"	"Aug 02, 2016"
GSE61752	"Identification of cell signaling pathway associated miRNAs in cancer cells using a systems biological approach: potent RNAi response in cancer using novel 2’-OMe-phosphorodithioated modified siRNAs"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61752/suppl"			"Sangbae Kim"	"Aug 01, 2016"
GSE74163	"Functional tissue specific MSC in lung-transplanted patients with and without bronchiolitis obliterans syndrome (BOS) - a potential source for cell-therapy?"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74163/suppl"	27381039		"Sara Rolandsson Enes"	"Aug 01, 2016"
GSE77053	"BCL6 enforces human glioblastoma growth and serves as a novel therapeutic target (expression)"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77053/suppl"			"Phillip H Koeffler"	"Aug 01, 2016"
GSE80987	"CDK4/6 inhibitors in ER positive breast cancers"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80987/suppl"			"Erik Knudsen"	"Aug 01, 2016"
GSE74407	"Epidermal Growth Factor Receptor inhibition triggers Type 1 Interferon signature in human keratinocytes"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74407/suppl"	27322144		"Saveria Pastore"	"Jul 31, 2016"
GSE84982	"Different responses of Caco-2 and MCF-7 cells to silver nanoparticles are based on highly similar mechanisms of action"	"Expression profiling by array"	"Homo sapiens"	73		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84982/suppl"	27597447		"Meike van der Zande"	"Jul 30, 2016"
GSE64456	"Defining RNA Transcriptional Biosignatures to Distinguish Febrile Infants 60 Days of Age and Younger with Bacterial vs Non-Bacterial Infections"	"Expression profiling by array"	"Homo sapiens"	298		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64456/suppl"	27552618		"Nicole Baldwin"	"Jul 27, 2016"
GSE84849	"Suppression of antitumor immunity by the oncometabolite 2-hydroxyglutarate"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84849/suppl"			"Lukas Bunse"	"Jul 27, 2016"
GSE72079	"Transcriptional profiling of inducible GATA6L-overexpressing HT-29 cells stimulated with TNF"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72079/suppl"	27273097		"Kevin A. Janes"	"Jul 25, 2016"
GSE82058	"Transcriptomics response to miR-644 overexpression in three breast cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82058/suppl"	27409664		"Jitao David Zhang"	"Jul 25, 2016"
GSE84754	"Heterogeneous niche activity of ex-vivo cultured MSCs as a parameter for outcomes in MSC-based cell therapy for hematopoietic recovery"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84754/suppl"			"Bic-Na Song"	"Jul 25, 2016"
GSE69706	"Conversion of Human Gastric Epithelial Cells to Multipotent Endodermal Progenitors using Defined Small Molecules"	"Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	37		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69706/suppl"	27452176		"Jinhua Qin"	"Jul 24, 2016"
GSE71301	"Conversion of Human Gastric Epithelial Cells to Multipotent Endodermal Progenitors using Defined Small Molecules [array]"	"Expression profiling by array"	"Homo sapiens"	13		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71301/suppl"	27452176		"Jinhua Qin"	"Jul 24, 2016"
GSE75007	"Network analysis identifies proinflammatory plasma cell polarization for secretion of ISG15 in human autoimmunity"	"Expression profiling by array"	"Homo sapiens"	63		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75007/suppl"	27357150		"Matthew Anthony Care"	"Jul 22, 2016"
GSE79404	"Lectin-type oxidized LDL receptor 1 defines population of polymorphonuclear myeloid-derived suppressor cells in cancer patients"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79404/suppl"			"Priyankara J Wickramasinghe"	"Jul 22, 2016"
GSE84701	"Extraneous Genes of Mentally Retarded Subject in Terms of Microarray a gene expression profiling technology"	"Expression profiling by array"	"Homo sapiens"	3		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84701/suppl"			"Thulasi bai K"	"Jul 22, 2016"
GSE74571	"Serum Conditions Do Not Abolish The Tumorigenicity of Glioma Stem Cells"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74571/suppl"	27345406		"Biljana Stangeland"	"Jul 21, 2016"
GSE75908	"Kinetics after JQ1 treatment in liver cancer cell"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75908/suppl"	27081696		"JUNGWOO EUN"	"Jul 20, 2016"
GSE83951	"Whole blood transcriptional analysis of vaccine combination administration in infants"	"Expression profiling by array"	"Homo sapiens"	348		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83951/suppl"	27436422		"Paul Dickinson"	"Jul 20, 2016"
GSE75025	"Gene expression profile of PBMCs in healthy subjects and MS Patients after extra virgin olive oil (EVOO) intake - Part 1 (Controls)"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75025/suppl"	27422371		"Antonio Moschetta"	"Jul 19, 2016"
GSE75027	"GE/miRNA expression profile of PBMCs in healthy subjects and MS patients after extra virgin olive oil (EVOO) intake"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	72				27422371		"Antonio Moschetta"	"Jul 19, 2016"
GSE84591	"GE expression profile of PBMCs in healthy subjects and MS patients after extra virgin olive oil (EVOO) intake - PART 3 - MS Patients"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84591/suppl"	27422371		"Antonio Moschetta"	"Jul 19, 2016"
GSE70162	"Genome-wide analysis of PIAS1 on AR gene expression in MDA-MB453"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70162/suppl"	26219822		"Sari Toropainen"	"Jul 18, 2016"
GSE70163	"Chromatin targets of androgen receptor and coregulator PIAS1 in molecular apocrine breast cancer cells"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	19				26219822		"Sari Toropainen"	"Jul 18, 2016"
GSE78929	"Transcriptomic analysis reveals abnormal repair and remodeling in survivors of critical illness with sustained muscle weakness"	"Expression profiling by array"	"Homo sapiens"	32		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78929/suppl"	27411715		"Claudia dos Santos"	"Jul 18, 2016"
GSE65979	"ERbeta modulation of NFkB pathway in colon cancer cell lines SW480 and HT29"	"Expression profiling by array"	"Homo sapiens"	47		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65979/suppl"			"Trang Nguyen-Vu"	"Jul 17, 2016"
GSE39876	"hESC vs NSC transcriptome comparison"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39876/suppl"	27569059		"Laurence M. Brill"	"Jul 13, 2016"
GSE84286	"Comparison of CLL and MCL primary cells obtained from a patient with MCL variant Richter syndrome"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84286/suppl"	27407063		"Vojtěch Kulvait"	"Jul 13, 2016"
GSE73970	"Identifying the differentially expressed genes between ADI-PEG20 resistant and parental Ju77 cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73970/suppl"	27452468		"Ai Nagano"	"Jul 12, 2016"
GSE52930	"Analysis of global gene expression profiles of A549 cells treated with TOP1 siRNA upon Influenza A/PR/8/34(ΔNS1) Infection"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52930/suppl"	27127234		"Ivan Marazzi"	"Jul 11, 2016"
GSE52931	"Analysis of global gene expression profiles of A549 cells treated with TOP1 siRNA under basal conditions"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52931/suppl"	27127234		"Ivan Marazzi"	"Jul 11, 2016"
GSE80132	"Topoisomerase 1 inhibition suppresses inflammatory genes and protects from death by inflammation"	"Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	37		"BW;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80132/suppl"	27127234		"Ivan Marazzi"	"Jul 11, 2016"
GSE76131	"Study of differentiation of human adipocytes using SBGS cells in vitro."	"Expression profiling by array"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76131/suppl"	27385551		"Mario Lauria"	"Jul 08, 2016"
GSE83864	"Gene Expression Network Analyses in Response to Air Pollution Exposures in the Trucking Industry"	"Expression profiling by array"	"Homo sapiens"	165		"RDATA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83864/suppl"	27809917		"Jen-hwa Chu"	"Jul 08, 2016"
GSE84144	"Effects of lactoferrin, sophorolipids and lactoferrin-sophorolipids-assembly on gene expression of human dermal fibroblasts (HDFn)"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84144/suppl"			"Rulan Jiang"	"Jul 08, 2016"
GSE48575	"Pandemic H1N1 Influenza A Directly Induces a Robust and Acute Inflammatory Gene Signature in Primary Human Bronchial Epithelial Cells Downstream of Membrane Fusion"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48575/suppl"			"Longsi Ran"	"Jul 04, 2016"
GSE62701	"A novel histone variant H2A.J accumulates in senescent human cell with persistent DNA damage and promote inflammatory gene expression"	"Expression profiling by array"	"Homo sapiens"	41		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62701/suppl"			"Robert Olaso"	"Jul 04, 2016"
GSE36431	"Transcription profile of fetal human CD140a-defined OPC differentiation in vitro"	"Expression profiling by array"	"Homo sapiens"	29		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36431/suppl"			"Fraser James Sim"	"Jul 01, 2016"
GSE71115	"Integrative analysis of methylome and transcriptome in human blood identifies extensive sex and immune cell-specific differentially methylated regions [expression]"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71115/suppl"			"Ariel Miller"	"Jul 01, 2016"
GSE71245	"Integrative analysis of methylome and transcriptome in human blood identifies extensive sex and immune cell-specific differentially methylated regions"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	48						"Ariel Miller"	"Jul 01, 2016"
GSE71602	"JQ1 modulates inflammatory related-genes in  human renal tubular epithelial cells"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71602/suppl"	27436852		"Beatriz Suarez-Alvarez"	"Jul 01, 2016"
GSE73361	"Expression analysis of 24 endometrial stroma sarcoma"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73361/suppl"	27219024		"Francesca Micci"	"Jul 01, 2016"
GSE75307	"Genome-wide analysis of gefitinib short-term resistance gene expression in the NSCLC cell line HCC827 in co-culture"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75307/suppl"			"Sajo Kaduthanam"	"Jul 01, 2016"
GSE75308	"Genome-wide analysis of gefitinib short-term resistance gene expression in the NSCLC cell line PC9 in co-culture"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75308/suppl"			"Sajo Kaduthanam"	"Jul 01, 2016"
GSE75309	"Genome-wide analysis of gefitinib short-term resistance gene expression in EGFR mutant NSCLC cell lines"	"Expression profiling by array"	"Homo sapiens"	24						"Sajo Kaduthanam"	"Jul 01, 2016"
GSE82023	"Mapping Variation in Cellular and Transcriptional Response to 1,25-dihydroxyvitamin D3 in Peripheral Blood Mononuclear Cells"	"Expression profiling by array"	"Homo sapiens"	170		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82023/suppl"	27454520		"Silvia Kariuki"	"Jul 01, 2016"
GSE82042	"Characterization of expression quantitative trait loci in extensively phenotyped pedigrees from Colombia and Costa Rica"	"Expression profiling by array"	"Homo sapiens"	786		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82042/suppl"	27176483		"Giovanni Coppola"	"Jul 01, 2016"
GSE55854	"Comprehensive Analysis of Recurrence-Associated Small Non-Coding RNAs in Esophageal Cancer [Illumina]"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55854/suppl"	27507904;25004084		"Hyun-Sung Lee"	"Jun 30, 2016"
GSE55857	"Comprehensive Analysis of Recurrence-Associated Small Non-Coding RNAs in Esophageal Cancer "	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	342		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55857/suppl"	27507904		"Hyun-Sung Lee"	"Jun 30, 2016"
GSE60199	"Transcriptional and functional characterization of dendritic cell differentiation induced by CD137 ligand reverse signaling in human monocytes"	"Expression profiling by array"	"Homo sapiens"	30		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60199/suppl"	27431276		"Kaibo Duan"	"Jun 30, 2016"
GSE66258	"Comprehensive Analysis of Recurrence-Associated Small Non-Coding RNAs in Esophageal Cancer  [clinical study, Illumina]"	"Expression profiling by array"	"Homo sapiens"	108		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66258/suppl"	27507904		"Hyun-Sung Lee"	"Jun 30, 2016"
GSE75181	"Therapeutic targets of a new treatment for osteoarthritis composed by curcuminoids extract, hydrolyzed collagen and green tea extract"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75181/suppl"	27275599		"Fanny Comblain"	"Jun 30, 2016"
GSE75588	"Transcriptomic analysis of Human Umbilical Vein Endothelial Cells (HUVEC) in response to compound treatment"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75588/suppl"	27240270		"Olga Papadodima"	"Jun 30, 2016"
GSE83352	"Analysis of aerobic and resistance training-induced changes in human vastus lateralis gene expression"	"Expression profiling by array"	"Homo sapiens"	84		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83352/suppl"	27846149		"Matthew David Barberio"	"Jun 30, 2016"
GSE39292	"Oncogenic EGFR Represses the TET1 DNA Demethylase to Induce Silencing of Tumor Suppressors in Cancer Cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39292/suppl"	27346347		"narendra wajapeyee"	"Jun 23, 2016"
GSE64003	"A human pluripotent stem cell model of FSHD-affected skeletal muscles"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64003/suppl"	27217344		"Kian Leong LEE"	"Jun 21, 2016"
GSE81465	"BevR-IgG array in glioblastoma xenografts"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81465/suppl"			"Garima Yagnik"	"Jun 21, 2016"
GSE83548	"miR-130b drives activation of a metastatic CDC42-PAK1-AP1 positive feedback loop in Ewing sarcoma by directly targeting Arhgap1"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83548/suppl"			"Jason Yustein"	"Jun 21, 2016"
GSE69747	"Microarray analysis of 20 gene knockdowns (including each three replicates and 12 controls) of EGFR mutated H1650 cell line in order to unravel AMPK signal transduction"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69747/suppl"	27279498		"Ruprecht Kuner"	"Jun 20, 2016"
GSE76090	"Human pluripotent stem cells as a model of trophoblast differentiation in both normal development and disease"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76090/suppl"			"Mana Parast"	"Jun 16, 2016"
GSE75091	"Genome-wide analysis of uterine natural killer cell gene expression from lean and obese women in early pregnancy"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75091/suppl"			"Alexander G Beristain"	"Jun 15, 2016"
GSE81546	"ERRalpha mediates metabolic adaptations that drive lapatinib resistance in breast cancer (gene expression profiles)"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81546/suppl"	27402251		"Vincent Giguère"	"Jun 15, 2016"
