Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE19491	"Blood Transcriptional Profiles in Human Active and Latent Tuberculosis"	"Expression profiling by array"	"Homo sapiens"	498		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19491/suppl"	20725040		"Damien Chaussabel"	"Aug 11, 2010"
GSE22098	"Whole blood transcriptional profiles of patients with active tuberculosis (TB) and other inflammatory and infectious diseases"	"Expression profiling by array"	"Homo sapiens"	274		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22098/suppl"	20725040		"Damien Chaussabel"	"Aug 11, 2010"
GSE15530	"Genome-wide analysis of gene expression perturbed by reptin shRNA in MCF7 subjected to normoxic and hypoxic conditions"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15530/suppl"	20603076		"Minhyung Kim"	"Jul 13, 2010"
GSE22577	"Meningioma initiating cells (MICs) derived from primary tumors"	"SNP genotyping by SNP array;Genome variation profiling by SNP array;Expression profiling by array"	"Homo sapiens"	6		"CEL;CHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22577/suppl"	21168406		"Huidong Shi"	"Jul 09, 2010"
GSE22651	"Friedreich’s Ataxia Induced Pluripotent Stem Cells Recapitulate GAA•TTC Triplet-Repeat Instability"	"Expression profiling by array"	"Homo sapiens"	65		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22651/suppl"	21040903		"JOEL GOTTESFELD ; JEANNE LORING ; GULSAH ALTUN"	"Jul 02, 2010"
GSE16988	"Expression profile of cell lines overexpressing miR-520g"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16988/suppl"	19962671		"David J. H. Shih"	"Jun 26, 2010"
GSE20185	"Analysis of genes in HNSCC cells regulated following exposure to cisplatin and involved in tumourigenesis"	"Expression profiling by array"	"Homo sapiens"	27		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20185/suppl"	20682658		"Kim Poth"	"Jun 26, 2010"
GSE20669	"Genome-wide analysis of adult adrenocortical cells gene expression after 48 h ACTH treatment"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20669/suppl"	20460446		"yewei xing"	"Jun 16, 2010"
GSE20676	"Genome-wide analysis of adrenocortical cells gene expression after 48 h ACTH treatment"	"Expression profiling by array"	"Homo sapiens"	12				20460446		"yewei xing"	"Jun 16, 2010"
GSE21973	"A revised map of the human progenitor hierarchy reveals origin of macrophages and dendritic cells in early lymphoid development"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21973/suppl"	20543838		"Kolja Eppert"	"Jun 13, 2010"
GSE20462	"Clinical implications of gene dosage and gene expression patterns in diploid breast carcinoma (transcriptomic profiling)"	"Expression profiling by array"	"Homo sapiens"	97		"CSV;IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20462/suppl"	20551037;28877888		"Toshima Z. Parris"	"Jun 10, 2010"
GSE20486	"Clinical implications of gene dosage and gene expression patterns in diploid breast carcinoma"	"Expression profiling by array;Genome variation profiling by array"	"Homo sapiens"	194		"CSV;GPR;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20486/suppl"	20551037;24662924		"Toshima Z. Parris"	"Jun 10, 2010"
GSE22213	"Cooperative interaction between retinoic acid receptor-alpha and estrogen receptor in breast cancer."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22213/suppl"	20080953		"Roslin Russell"	"Jun 09, 2010"
GSE22154	"Gene Experssion Profiling-Based Identification of Molecular Subtypes in Stage IV Melanoma with Different Clinical Outcome (validation set)"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22154/suppl"	20460471		"Johan Staaf"	"Jun 08, 2010"
GSE22155	"Gene Expression Profiling-Based Identification of Molecular Subtypes in Stage IV Melanoma with Different Clinical Outcome"	"Expression profiling by array"	"Homo sapiens"	79				20460471		"Johan Staaf"	"Jun 08, 2010"
GSE22074	"Intergrated expression profiling and ChIP-SEQ analyses of ChREBP-mediated glucose response network (expression data only)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22074/suppl"	21811631		"DeokHoon Kim"	"Jun 04, 2010"
GSE22070	"Whole tissue mRNA expression from severely obese individuals: subcutaneous and visceral adipose tissues"	"Expression profiling by array"	"Homo sapiens"	142		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22070/suppl"	20687939;21829388;25282492		"Lude Franke"	"Jun 03, 2010"
GSE21135	"OCT4 Knockdown in human embryonic stem cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21135/suppl"	20526341		"Justin Jeyakani Joseph Gnanakkan"	"Apr 05, 2010"
GSE21200	"OCT4, NANOG and CTCF in human embryonic stem cells"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	17		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21200/suppl"	20526341		"Justin Jeyakani Joseph Gnanakkan"	"Apr 05, 2010"
GSE17048	"Multiple Sclerosis Blood Cell mRNA Transcriptome"	"Expression profiling by array"	"Homo sapiens"	144		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17048/suppl"	20190274;21152067		"David Richmond Booth"	"Apr 02, 2010"
GSE20977	"Evaluation of the effects of 16p13.11 deletions on gene expression"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20977/suppl"	20398883		"Erin L. Heinzen"	"Mar 20, 2010"
GSE18686	"Subpopulations of CD163 positive macrophages are classically activated in psoriasis"	"Expression profiling by array"	"Homo sapiens"	58		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18686/suppl"	20555352		"Mayte Suarez-Farinas"	"Mar 01, 2010"
GSE20142	"Primary human leucocyte RNA expression of unrelated Dutch individuals."	"Expression profiling by array"	"Homo sapiens"	1240		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20142/suppl"	20190752;21829388;24013639		"Lude Franke"	"Feb 28, 2010"
GSE16700	"Gene expression analyses of mir-31 overexpression in ovarian serous cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16700/suppl"	20179198		"Chad Creighton"	"Feb 25, 2010"
GSE16708	"Gene expression analysis of ovarian serous adenocarcinoma cell lines and tumors"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16708/suppl"	20179198		"Chad Creighton"	"Feb 25, 2010"
GSE16709	"Ovarian serous cancer"	"Expression profiling by array"	"Homo sapiens"	39		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16709/suppl"	20179198		"Chad Creighton"	"Feb 25, 2010"
GSE20491	"Identification of transcripts harboring premature termination codons by NMD inhibition in a  panel of CCRCC cell lines"	"Expression profiling by array"	"Homo sapiens"	99		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20491/suppl"	20501857		"Gerben Duns"	"Feb 25, 2010"
GSE18545	"A MicroRNA Expression Signature For Cervical Cancer Prognosis"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18545/suppl"	20124485		"Xiaowei Wang"	"Feb 15, 2010"
GSE19114	"A transcriptional module initiates and maintains mesenchymal transformation in brain tumors [human data]"	"Expression profiling by array"	"Homo sapiens"	74		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19114/suppl"	20032975		"Mariano Javier Alvarez"	"Feb 12, 2010"
GSE20281	"The transcriptional network for mesenchymal transformation of brain tumours"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	108		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20281/suppl"	20032975		"Mariano Javier Alvarez"	"Feb 12, 2010"
GSE16568	"Gene expression analyses of mir-22 overexpression in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16568/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16569	"Gene expression analyses of mir-30a knockdown in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16569/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16570	"Gene expression analyses of ovarian clear cell cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16570/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16571	"Gene expression analyses of mir-100 overexpression in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16571/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16572	"Gene expression analyses of mir-182 knockdown in ovarian clear cell cancer cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16572/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE16574	"Gene expression analyses of putative miRNA targets in ovarian clear cell cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16574/suppl"	20081105		"Chad Creighton"	"Jan 28, 2010"
GSE19994	"Identifying genetic profiles for functionally distinct clonal populations derived from the Detroit 562 cell line"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19994/suppl"			"Sarina Cameron"	"Jan 22, 2010"
GSE18722	"Comparing epithelial and mesenchymal-like subsets within head and neck squamous cell carcinoma cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18722/suppl"			"Gao Zhang"	"Jan 05, 2010"
GSE17065	"Geographical Genomics of Human Leukocytes Gene Expression Variation"	"Expression profiling by array"	"Homo sapiens"	194		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17065/suppl"	19966804		"Youssef Idaghdour"	"Dec 01, 2009"
GSE19089	"Genome-wide analysis of gene expression in human oral tumor and negative margin oral tissue from matched patients."	"Expression profiling by array"	"Homo sapiens"	6		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19089/suppl"	20174472		"Yan W. Asmann"	"Nov 19, 2009"
GSE17043	"Molecular and functional characterization of FD-iPSC derived neural crest precursor cells"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17043/suppl"	19693009		"Agnes Viale"	"Aug 31, 2009"
GSE13015	"Genomic Transcriptional Profiling Identifies a Blood Biomarker Signature for the Diagnosis of Septicemic Melioidosis"	"Expression profiling by array"	"Homo sapiens"	106		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13015/suppl"	19903332		"Damien Chaussabel"	"Jul 01, 2009"
